product_name,category,unit_price
Kelloggs Gluten-Free Almond Milk,Grocery,8.64
Coleman ProGrade Golf Clubs,Sports,809.11
Black+Decker Modern Lawn Mower,Home & Garden,606.16
Gatorade Indoor/Outdoor Yoga Mat,Sports,196.75
Zara Classic Socks,Apparel,61.87
H&M Slim-Fit Shorts,Apparel,77.83
Kraft Organic Almond Milk,Grocery,16.83
Nestle Natural Whole Wheat Bread,Grocery,10.84
KitchenAid Stainless Steel Power Drill,Home & Garden,386.15
Sony Plus Digital Camera,Electronics,1881.3
Coca-Cola Organic Whole Wheat Bread,Grocery,2.87
Apple Portable Digital Camera,Electronics,668.47
Gatorade ProGrade Basketball,Sports,717.65
IKEA Ergonomic Tool Set,Home & Garden,423.99
Callaway Advanced Dumbbells,Sports,120.56
Under Armour Premium Jacket,Apparel,72.64
General Mills Gluten-Free Almond Milk,Grocery,14.77
H&M Premium Socks,Apparel,43.95
General Mills Organic Sparkling Water,Grocery,8.45
Kraft Sugar-Free Cereal,Grocery,11.04
Ashley Compact Coffee Maker,Home & Garden,45.45
Panasonic Advanced Monitor,Electronics,839.09
General Mills Roasted Pasta,Grocery,7.06
Callaway Performance Yoga Mat,Sports,337.58
Titleist Lightweight Yoga Mat,Sports,132.97
Black+Decker Stainless Steel Tool Set,Home & Garden,487.07
Ralph Lauren Cotton Dress,Apparel,79.78
Gap Premium Jeans,Apparel,22.17
Levis Athletic Socks,Apparel,92.16
Ashley Electric Bed Frame,Home & Garden,603.99
HP Pro Laptop Pro,Electronics,362.57
Sony Pro Tablet,Electronics,1632.5
Kelloggs Sugar-Free Protein Bar,Grocery,10.54
Zara Cotton Dress,Apparel,148.11
Dell Portable Laptop Pro,Electronics,1534.15
Apple Advanced Tablet,Electronics,631.21
General Mills Premium Protein Bar,Grocery,4.43
KitchenAid Electric Power Drill,Home & Garden,147.7
Weber Stainless Steel Power Drill,Home & Garden,219.39
Kirkland Organic Organic Coffee,Grocery,5.85
Great Value Gluten-Free Cereal,Grocery,6.47
Callaway Durable Tennis Racket,Sports,295.82
Kelloggs Sugar-Free Cereal,Grocery,6.15
DeWalt Compact Tool Set,Home & Garden,720.51
IKEA Pro-Series Cooler,Home & Garden,91.78
Gatorade Lightweight Basketball,Sports,531.64
Puma Premium Jeans,Apparel,67.46
Spalding Indoor/Outdoor Water Bottle,Sports,982.64
Coleman Durable Dumbbells,Sports,969.93
Pepsi Sugar-Free Whole Wheat Bread,Grocery,21.6
Great Value Gluten-Free Sparkling Water,Grocery,8.18
Zara Athletic Sweater,Apparel,103.61
Yeti Compact Bed Frame,Home & Garden,745.62
Dyson Compact Vacuum Cleaner,Home & Garden,245.58
General Mills Family Size Sparkling Water,Grocery,20.46
Asus Max Smartphone 5G,Electronics,508.26
Weber Smart Cooler,Home & Garden,279.23
Weber Electric Vacuum Cleaner,Home & Garden,357.59
Sony Lite Tablet,Electronics,1293.65
Dell Lite Smartwatch,Electronics,643.9
Nestle Sugar-Free Mixed Nuts,Grocery,4.75
Spalding Durable Golf Clubs,Sports,616.46
Pepsi Family Size Mixed Nuts,Grocery,8.92
Titleist Lightweight Golf Clubs,Sports,587.52
Levis Cotton Dress,Apparel,31.61
Pepsi Organic Mixed Nuts,Grocery,13.54
LG Lite Gaming Console,Electronics,1354.84
Gatorade Official Size Tennis Racket,Sports,66.05
Coca-Cola Gluten-Free Sparkling Water,Grocery,5.22
Coca-Cola Fresh Protein Bar,Grocery,3.51
Apple Portable Smart TV 4K,Electronics,2475.4
Nestle Gluten-Free Cereal,Grocery,9.73
Zara Casual Socks,Apparel,123.38
Weber Modern Power Drill,Home & Garden,554.76
Dyson Stainless Steel Cooler,Home & Garden,615.38
KitchenAid Heavy Duty Power Drill,Home & Garden,488.64
Black+Decker Smart Blender,Home & Garden,347.12
Dyson Stainless Steel Coffee Maker,Home & Garden,298.63
Nestle Sugar-Free Sparkling Water,Grocery,24.3
Sony Pro Digital Camera,Electronics,2085.02
Samsung Max Digital Camera,Electronics,2414.32
IKEA Smart Blender,Home & Garden,125.71
Levis Athletic Jacket,Apparel,112.32
HP Plus Laptop Pro,Electronics,2348.93
Nestle Family Size Pasta,Grocery,6.34
Apple Lite Smartwatch,Electronics,1457.46
Panasonic Max Digital Camera,Electronics,392.44
LG Portable Laptop Pro,Electronics,1998.4
Samsung Advanced Gaming Console,Electronics,543.99
Adidas Cotton Shorts,Apparel,33.0
Gap Vintage Running Shoes,Apparel,124.04
H&M Performance Running Shoes,Apparel,103.13
Samsung Max Laptop Pro,Electronics,1331.51
Gatorade Performance Dumbbells,Sports,368.45
Nestle Premium Olive Oil,Grocery,23.04
LG Plus Smart TV 4K,Electronics,1011.49
Kraft Premium Pasta,Grocery,21.59
Kirkland Premium Mixed Nuts,Grocery,12.53
Ashley Pro-Series Cooler,Home & Garden,320.25
Pepsi Gluten-Free Pasta,Grocery,9.22
Gatorade Performance Water Bottle,Sports,751.4
Gap Slim-Fit T-Shirt,Apparel,80.38
Spalding ProGrade Camping Tent,Sports,243.73
Nike Cotton Socks,Apparel,135.94
Rawlings Advanced Water Bottle,Sports,393.13
Yeti Smart Power Drill,Home & Garden,448.54
Callaway Performance Golf Clubs,Sports,907.88
Great Value Premium Whole Wheat Bread,Grocery,16.97
Coleman Lightweight Golf Clubs,Sports,130.14
Kelloggs Premium Organic Coffee,Grocery,24.55
IKEA Ergonomic Vacuum Cleaner,Home & Garden,287.88
Rawlings Official Size Yoga Mat,Sports,625.77
Levis Slim-Fit T-Shirt,Apparel,84.68
Kelloggs Fresh Protein Bar,Grocery,23.44
KitchenAid Heavy Duty Cooler,Home & Garden,146.79
Callaway Performance Tennis Racket,Sports,322.05
Great Value Organic Cereal,Grocery,7.95
Wilson ProGrade Basketball,Sports,747.79
Nike Performance Hoodie,Apparel,14.69
DeWalt Compact Sofa,Home & Garden,468.82
Gatorade Official Size Yoga Mat,Sports,766.02
HP Pro Smartwatch,Electronics,888.1
Panasonic Pro Digital Camera,Electronics,321.05
Levis Premium Shorts,Apparel,65.62
Gap Vintage Shorts,Apparel,121.62
Panasonic Ultra-Slim Smartphone 5G,Electronics,611.67
Coleman Advanced Basketball,Sports,726.42
LG Lite Monitor,Electronics,1620.81
IKEA Compact Coffee Maker,Home & Garden,564.34
Sony Lite Smartwatch,Electronics,1379.67
Ashley Heavy Duty Tool Set,Home & Garden,169.83
Puma Premium Jacket,Apparel,137.18
Apple Bluetooth Digital Camera,Electronics,2370.84
Kelloggs Organic Protein Bar,Grocery,5.67
Dyson Modern Power Drill,Home & Garden,419.53
Levis Cotton Running Shoes,Apparel,95.6
Kelloggs Family Size Olive Oil,Grocery,22.92
Black+Decker Modern Cooler,Home & Garden,465.15
Apple Pro Smart TV 4K,Electronics,1756.79
LG Max Smartphone 5G,Electronics,2310.12
KitchenAid Modern Bed Frame,Home & Garden,574.57
Samsung Lite Digital Camera,Electronics,1461.91
Adidas Vintage Jeans,Apparel,94.94
Asus Ultra-Slim Wireless Earbuds,Electronics,1089.12
IKEA Smart Tool Set,Home & Garden,749.46
Zara Casual Sneakers,Apparel,139.58
Coca-Cola Sugar-Free Whole Wheat Bread,Grocery,12.81
LG Plus Digital Camera,Electronics,327.43
Weber Heavy Duty Power Drill,Home & Garden,788.33
Kelloggs Gluten-Free Pasta,Grocery,22.12
Panasonic Advanced Digital Camera,Electronics,2306.06
Bowflex Performance Water Bottle,Sports,871.85
Kelloggs Fresh Whole Wheat Bread,Grocery,14.44
Kirkland Sugar-Free Protein Bar,Grocery,11.57
Kraft Gluten-Free Almond Milk,Grocery,3.3
LG Portable Gaming Console,Electronics,2016.99
Under Armour Casual Shorts,Apparel,10.65
Dyson Compact Cooler,Home & Garden,443.79
Titleist ProGrade Water Bottle,Sports,356.15
IKEA Stainless Steel Bed Frame,Home & Garden,297.15
Under Armour Vintage Sneakers,Apparel,113.25
Kirkland Family Size Whole Wheat Bread,Grocery,12.84
Ashley Stainless Steel Coffee Maker,Home & Garden,138.46
Nestle Gluten-Free Pasta,Grocery,6.22
KitchenAid Compact Grill,Home & Garden,413.74
Coleman Official Size Tennis Racket,Sports,427.64
Dyson Ergonomic Vacuum Cleaner,Home & Garden,734.43
Nike Classic Shorts,Apparel,60.74
Apple Advanced Smartphone 5G,Electronics,1472.44
Spalding Lightweight Tennis Racket,Sports,637.78
Great Value Premium Sparkling Water,Grocery,2.3
Nestle Organic Sparkling Water,Grocery,17.91
IKEA Ergonomic Blender,Home & Garden,167.09
Adidas Vintage Jacket,Apparel,144.55
Yeti Compact Tool Set,Home & Garden,349.26
Yeti Stainless Steel Grill,Home & Garden,95.72
Under Armour Performance Jeans,Apparel,80.31
Dell Ultra-Slim Gaming Console,Electronics,1508.69
Great Value Organic Sparkling Water,Grocery,3.6
Spalding Performance Treadmill,Sports,221.76
Panasonic Max Monitor,Electronics,2250.23
Nike Slim-Fit Hoodie,Apparel,38.72
Puma Classic Sweater,Apparel,36.7
Rawlings Advanced Camping Tent,Sports,51.0
Weber Compact Sofa,Home & Garden,464.93
Kirkland Natural Almond Milk,Grocery,3.57
General Mills Premium Almond Milk,Grocery,20.6
LG Max Tablet,Electronics,1160.56
Asus Pro Tablet,Electronics,1334.76
Weber Electric Coffee Maker,Home & Garden,369.39
Bose Portable Wireless Earbuds,Electronics,1031.87
Kelloggs Roasted Whole Wheat Bread,Grocery,15.42
IKEA Ergonomic Cooler,Home & Garden,149.53
Dyson Pro-Series Coffee Maker,Home & Garden,170.08
Wilson Official Size Golf Clubs,Sports,863.86
HP Portable Smartphone 5G,Electronics,2367.98
Wilson Indoor/Outdoor Dumbbells,Sports,382.71
Gatorade Durable Treadmill,Sports,281.68
Titleist Lightweight Camping Tent,Sports,649.34
Panasonic Ultra-Slim Smartwatch,Electronics,1051.4
Callaway ProGrade Treadmill,Sports,40.01
Under Armour Casual Running Shoes,Apparel,31.86
Nike Classic Jeans,Apparel,110.24
Black+Decker Compact Bed Frame,Home & Garden,537.37
Pepsi Organic Almond Milk,Grocery,2.64
Yeti Stainless Steel Coffee Maker,Home & Garden,200.92
Gatorade ProGrade Dumbbells,Sports,676.81
Under Armour Slim-Fit Jeans,Apparel,12.76
Spalding Indoor/Outdoor Camping Tent,Sports,117.55
Coleman Lightweight Camping Tent,Sports,802.92
Weber Electric Sofa,Home & Garden,167.48
Kraft Family Size Mixed Nuts,Grocery,4.38
Coca-Cola Fresh Mixed Nuts,Grocery,19.32
Spalding Official Size Treadmill,Sports,406.23
H&M Performance Sweater,Apparel,103.53
Kirkland Gluten-Free Almond Milk,Grocery,6.91
Kelloggs Gluten-Free Protein Bar,Grocery,9.03
Wilson Official Size Baseball Glove,Sports,897.89
IKEA Stainless Steel Blender,Home & Garden,95.84
Pepsi Sugar-Free Protein Bar,Grocery,6.98
Ashley Heavy Duty Blender,Home & Garden,50.43
General Mills Sugar-Free Whole Wheat Bread,Grocery,6.34
KitchenAid Stainless Steel Vacuum Cleaner,Home & Garden,478.94
Great Value Fresh Organic Coffee,Grocery,12.1
IKEA Compact Bed Frame,Home & Garden,717.36
Puma Casual Running Shoes,Apparel,124.44
Kelloggs Family Size Organic Coffee,Grocery,10.19
DeWalt Compact Bed Frame,Home & Garden,229.76
LG Plus Tablet,Electronics,980.25
Kelloggs Natural Sparkling Water,Grocery,16.16
Dyson Pro-Series Cooler,Home & Garden,236.41
Kelloggs Organic Organic Coffee,Grocery,16.97
Coleman Durable Camping Tent,Sports,418.27
Great Value Sugar-Free Almond Milk,Grocery,15.24
Coca-Cola Roasted Olive Oil,Grocery,12.46
Coca-Cola Premium Whole Wheat Bread,Grocery,9.06
Titleist ProGrade Dumbbells,Sports,949.23
Nestle Family Size Mixed Nuts,Grocery,20.32
Ralph Lauren Performance Hoodie,Apparel,78.24
Zara Slim-Fit Running Shoes,Apparel,13.15
Pepsi Fresh Olive Oil,Grocery,14.99
Spalding Lightweight Baseball Glove,Sports,269.02
Spalding Indoor/Outdoor Dumbbells,Sports,152.27
Under Armour Casual Hoodie,Apparel,147.82
Adidas Performance Hoodie,Apparel,34.04
Zara Cotton T-Shirt,Apparel,48.12
Dyson Pro-Series Vacuum Cleaner,Home & Garden,44.16
Callaway Lightweight Golf Clubs,Sports,915.58
H&M Classic Socks,Apparel,26.49
Weber Smart Sofa,Home & Garden,473.92
Rawlings Official Size Golf Clubs,Sports,218.32
Dell Plus Digital Camera,Electronics,76.94
Coleman Lightweight Tennis Racket,Sports,149.83
General Mills Roasted Cereal,Grocery,23.59
H&M Cotton Running Shoes,Apparel,132.34
Under Armour Casual T-Shirt,Apparel,93.64
Callaway ProGrade Yoga Mat,Sports,606.51
Panasonic Plus Smartwatch,Electronics,1679.34
Weber Smart Power Drill,Home & Garden,352.45
Rawlings Lightweight Tennis Racket,Sports,392.39
Bose Plus Wireless Earbuds,Electronics,165.07
Ashley Modern Coffee Maker,Home & Garden,158.04
Samsung Bluetooth Smartphone 5G,Electronics,1858.18
Titleist Indoor/Outdoor Camping Tent,Sports,96.56
Titleist Performance Dumbbells,Sports,609.1
Black+Decker Electric Lawn Mower,Home & Garden,329.76
Nike Cotton Jeans,Apparel,50.42
Asus Max Laptop Pro,Electronics,921.4
Spalding Advanced Golf Clubs,Sports,723.26
Nike Premium Hoodie,Apparel,76.65
Kelloggs Organic Almond Milk,Grocery,17.92
Sony Max Wireless Earbuds,Electronics,2345.23
Panasonic Portable Digital Camera,Electronics,126.4
Kelloggs Sugar-Free Pasta,Grocery,8.28
Adidas Athletic T-Shirt,Apparel,93.31
Adidas Classic Shorts,Apparel,17.2
Weber Compact Bed Frame,Home & Garden,412.2
KitchenAid Heavy Duty Vacuum Cleaner,Home & Garden,489.57
Weber Modern Tool Set,Home & Garden,287.37
Kirkland Premium Sparkling Water,Grocery,4.55
Wilson ProGrade Tennis Racket,Sports,503.06
Bowflex Indoor/Outdoor Treadmill,Sports,693.08
Titleist Durable Dumbbells,Sports,821.82
Samsung Portable Monitor,Electronics,1496.07
Bose Ultra-Slim Laptop Pro,Electronics,934.39
Gap Vintage Hoodie,Apparel,138.42
Ashley Modern Blender,Home & Garden,373.42
HP Advanced Tablet,Electronics,503.58
Apple Bluetooth Wireless Earbuds,Electronics,2188.72
Puma Slim-Fit Socks,Apparel,122.92
Gap Casual Hoodie,Apparel,102.23
Panasonic Ultra-Slim Laptop Pro,Electronics,1746.08
Weber Compact Cooler,Home & Garden,683.88
Bose Ultra-Slim Smartwatch,Electronics,661.69
Under Armour Slim-Fit Socks,Apparel,40.97
Black+Decker Ergonomic Tool Set,Home & Garden,756.93
H&M Premium Sweater,Apparel,108.78
Kraft Premium Cereal,Grocery,24.2
Rawlings Advanced Yoga Mat,Sports,192.87
Under Armour Vintage Jeans,Apparel,89.51
General Mills Natural Protein Bar,Grocery,23.96
Kelloggs Family Size Protein Bar,Grocery,2.8
Sony Portable Wireless Earbuds,Electronics,1758.68
Levis Premium Sneakers,Apparel,139.42
HP Bluetooth Laptop Pro,Electronics,2363.45
Titleist Advanced Water Bottle,Sports,482.1
Black+Decker Ergonomic Sofa,Home & Garden,693.77
Yeti Smart Lawn Mower,Home & Garden,680.3
Wilson ProGrade Camping Tent,Sports,329.31
Titleist Indoor/Outdoor Baseball Glove,Sports,51.45
Nestle Gluten-Free Olive Oil,Grocery,3.84
HP Bluetooth Wireless Earbuds,Electronics,1755.91
Apple Advanced Smart TV 4K,Electronics,882.69
Great Value Roasted Protein Bar,Grocery,3.56
H&M Classic Jeans,Apparel,85.53
Kraft Premium Sparkling Water,Grocery,20.97
Pepsi Fresh Cereal,Grocery,9.64
Bowflex Durable Basketball,Sports,631.5
HP Bluetooth Smartphone 5G,Electronics,2220.65
Titleist ProGrade Yoga Mat,Sports,621.63
Ashley Smart Coffee Maker,Home & Garden,209.38
Rawlings ProGrade Water Bottle,Sports,39.03
General Mills Sugar-Free Organic Coffee,Grocery,22.87
Samsung Max Smartwatch,Electronics,2193.02
Puma Classic Jeans,Apparel,141.47
Ralph Lauren Classic Jeans,Apparel,121.83
Samsung Pro Smart TV 4K,Electronics,909.24
Levis Slim-Fit Shorts,Apparel,117.41
Levis Classic Socks,Apparel,66.27
Panasonic Pro Smartwatch,Electronics,1587.39
Samsung Ultra-Slim Laptop Pro,Electronics,2190.51
Great Value Fresh Olive Oil,Grocery,25.61
Yeti Heavy Duty Cooler,Home & Garden,351.68
Ralph Lauren Casual Sneakers,Apparel,68.99
Dyson Compact Coffee Maker,Home & Garden,597.94
Sony Portable Smartwatch,Electronics,320.66
Kraft Natural Protein Bar,Grocery,8.88
Under Armour Athletic Running Shoes,Apparel,51.48
Nike Performance Sweater,Apparel,15.89
Dell Pro Tablet,Electronics,93.79
Weber Stainless Steel Bed Frame,Home & Garden,553.33
DeWalt Heavy Duty Lawn Mower,Home & Garden,761.47
Puma Classic Jacket,Apparel,120.09
Nestle Roasted Mixed Nuts,Grocery,4.14
Ashley Compact Bed Frame,Home & Garden,706.92
Dell Max Smartwatch,Electronics,2364.59
Levis Slim-Fit Jeans,Apparel,75.44
Bose Ultra-Slim Monitor,Electronics,1552.86
General Mills Gluten-Free Sparkling Water,Grocery,25.78
Black+Decker Ergonomic Vacuum Cleaner,Home & Garden,208.39
Wilson Advanced Baseball Glove,Sports,654.9
Callaway Indoor/Outdoor Water Bottle,Sports,613.62
Gap Athletic Sneakers,Apparel,81.78
Callaway Advanced Treadmill,Sports,242.21
Adidas Premium Hoodie,Apparel,40.87
Nike Casual Sweater,Apparel,36.1
Rawlings Indoor/Outdoor Camping Tent,Sports,71.98
Callaway Lightweight Dumbbells,Sports,969.57
Great Value Fresh Pasta,Grocery,23.2
Ralph Lauren Classic Hoodie,Apparel,139.89
Adidas Premium Running Shoes,Apparel,65.47
Under Armour Athletic Hoodie,Apparel,116.15
Spalding Advanced Baseball Glove,Sports,700.58
Weber Pro-Series Bed Frame,Home & Garden,658.19
Apple Max Wireless Earbuds,Electronics,598.35
Apple Plus Wireless Earbuds,Electronics,1502.7
Great Value Premium Mixed Nuts,Grocery,4.19
Under Armour Premium Sneakers,Apparel,28.13
Yeti Compact Power Drill,Home & Garden,765.85
LG Portable Wireless Earbuds,Electronics,2162.21
Wilson Indoor/Outdoor Water Bottle,Sports,660.41
Spalding ProGrade Treadmill,Sports,557.59
Ralph Lauren Cotton Socks,Apparel,22.18
Levis Performance Running Shoes,Apparel,111.28
Nike Cotton Shorts,Apparel,21.35
Great Value Gluten-Free Pasta,Grocery,3.82
Rawlings Performance Water Bottle,Sports,853.44
H&M Performance Sneakers,Apparel,77.28
General Mills Fresh Olive Oil,Grocery,16.21
Coleman Indoor/Outdoor Dumbbells,Sports,827.31
Adidas Casual Dress,Apparel,58.69
Adidas Casual Sweater,Apparel,104.92
IKEA Modern Vacuum Cleaner,Home & Garden,235.61
Yeti Modern Power Drill,Home & Garden,706.55
Wilson Advanced Dumbbells,Sports,663.58
Dyson Heavy Duty Vacuum Cleaner,Home & Garden,684.95
Weber Heavy Duty Blender,Home & Garden,697.82
Rawlings Official Size Basketball,Sports,712.74
Titleist Durable Tennis Racket,Sports,839.46
Adidas Premium Socks,Apparel,105.22
Coleman Performance Camping Tent,Sports,882.66
Puma Performance Socks,Apparel,132.06
Wilson Performance Tennis Racket,Sports,43.81
Ashley Modern Grill,Home & Garden,665.88
Coca-Cola Sugar-Free Pasta,Grocery,10.03
Bowflex Indoor/Outdoor Baseball Glove,Sports,747.36
Ashley Ergonomic Power Drill,Home & Garden,659.83
Black+Decker Pro-Series Lawn Mower,Home & Garden,670.74
KitchenAid Heavy Duty Coffee Maker,Home & Garden,420.75
Levis Slim-Fit Socks,Apparel,10.89
Great Value Gluten-Free Mixed Nuts,Grocery,8.88
Pepsi Premium Olive Oil,Grocery,16.8
Puma Performance Running Shoes,Apparel,147.37
Puma Premium Running Shoes,Apparel,98.45
Puma Casual Shorts,Apparel,46.37
Nestle Organic Almond Milk,Grocery,17.21
Asus Ultra-Slim Smartwatch,Electronics,1372.96
Asus Advanced Gaming Console,Electronics,1960.62
Dyson Electric Vacuum Cleaner,Home & Garden,112.38
Rawlings Lightweight Baseball Glove,Sports,764.61
Callaway ProGrade Water Bottle,Sports,548.15
Weber Heavy Duty Grill,Home & Garden,771.5
Kelloggs Gluten-Free Mixed Nuts,Grocery,10.19
Bose Bluetooth Gaming Console,Electronics,1599.92
Sony Lite Monitor,Electronics,2333.47
Spalding Performance Yoga Mat,Sports,115.97
Rawlings Official Size Water Bottle,Sports,938.17
Kraft Fresh Mixed Nuts,Grocery,18.5
Coleman Performance Tennis Racket,Sports,81.82
Yeti Pro-Series Tool Set,Home & Garden,261.74
Pepsi Natural Olive Oil,Grocery,18.99
Under Armour Athletic Dress,Apparel,96.93
Ralph Lauren Vintage Dress,Apparel,132.02
Coca-Cola Family Size Pasta,Grocery,25.35
Apple Ultra-Slim Smartphone 5G,Electronics,2423.75
General Mills Organic Mixed Nuts,Grocery,19.98
Coca-Cola Roasted Sparkling Water,Grocery,5.11
Rawlings Performance Basketball,Sports,761.89
Ralph Lauren Athletic Jacket,Apparel,13.1
Panasonic Plus Digital Camera,Electronics,1247.18
Under Armour Vintage Socks,Apparel,117.86
Gatorade Indoor/Outdoor Golf Clubs,Sports,688.05
Gatorade Performance Treadmill,Sports,997.17
Nike Athletic Running Shoes,Apparel,73.19
Ashley Modern Power Drill,Home & Garden,642.0
IKEA Heavy Duty Tool Set,Home & Garden,564.14
Callaway ProGrade Dumbbells,Sports,96.15
Kraft Premium Olive Oil,Grocery,18.32
DeWalt Compact Grill,Home & Garden,533.97
Nike Cotton Hoodie,Apparel,48.26
General Mills Sugar-Free Protein Bar,Grocery,24.81
General Mills Gluten-Free Protein Bar,Grocery,5.62
Rawlings Performance Treadmill,Sports,944.46
Dyson Stainless Steel Tool Set,Home & Garden,521.66
Nestle Fresh Organic Coffee,Grocery,11.53
Bose Max Gaming Console,Electronics,721.83
General Mills Family Size Mixed Nuts,Grocery,25.61
Dyson Heavy Duty Tool Set,Home & Garden,345.19
Yeti Pro-Series Coffee Maker,Home & Garden,53.97
Panasonic Lite Smartwatch,Electronics,1646.58
Kelloggs Premium Almond Milk,Grocery,22.73
Under Armour Premium Jeans,Apparel,76.25
Weber Ergonomic Bed Frame,Home & Garden,775.51
Black+Decker Stainless Steel Sofa,Home & Garden,172.85
Nike Cotton Sneakers,Apparel,131.61
Dell Plus Wireless Earbuds,Electronics,1952.66
IKEA Pro-Series Power Drill,Home & Garden,623.61
Nike Performance Running Shoes,Apparel,128.27
Kelloggs Fresh Mixed Nuts,Grocery,20.25
Apple Ultra-Slim Tablet,Electronics,371.55
Ashley Electric Vacuum Cleaner,Home & Garden,55.05
Levis Classic T-Shirt,Apparel,138.92
Nike Casual Dress,Apparel,121.52
Bose Lite Digital Camera,Electronics,1229.73
Dyson Stainless Steel Vacuum Cleaner,Home & Garden,120.33
Dyson Pro-Series Lawn Mower,Home & Garden,557.89
LG Pro Smartphone 5G,Electronics,1104.25
Great Value Natural Cereal,Grocery,13.79
Sony Bluetooth Wireless Earbuds,Electronics,207.31
Ashley Stainless Steel Sofa,Home & Garden,237.12
HP Max Smartwatch,Electronics,2004.02
Apple Bluetooth Smartphone 5G,Electronics,810.39
Pepsi Sugar-Free Cereal,Grocery,12.92
Panasonic Advanced Wireless Earbuds,Electronics,78.47
Kirkland Sugar-Free Mixed Nuts,Grocery,3.73
Rawlings Durable Treadmill,Sports,401.61
Under Armour Vintage Hoodie,Apparel,77.19
Callaway Lightweight Camping Tent,Sports,302.29
Pepsi Sugar-Free Organic Coffee,Grocery,18.67
Gatorade Advanced Tennis Racket,Sports,862.22
HP Lite Gaming Console,Electronics,1960.63
Great Value Organic Protein Bar,Grocery,7.8
LG Pro Digital Camera,Electronics,399.11
Weber Ergonomic Sofa,Home & Garden,505.98
Gap Slim-Fit Dress,Apparel,88.35
HP Portable Gaming Console,Electronics,73.94
Dell Ultra-Slim Laptop Pro,Electronics,849.83
Great Value Premium Protein Bar,Grocery,14.42
Samsung Lite Smartwatch,Electronics,265.27
Black+Decker Pro-Series Grill,Home & Garden,299.98
Coleman Advanced Treadmill,Sports,92.4
Ashley Compact Vacuum Cleaner,Home & Garden,335.63
Gatorade Durable Yoga Mat,Sports,145.73
KitchenAid Pro-Series Bed Frame,Home & Garden,646.45
Titleist Lightweight Water Bottle,Sports,212.15
IKEA Heavy Duty Coffee Maker,Home & Garden,110.52
Kirkland Fresh Cereal,Grocery,18.95
Zara Cotton Jacket,Apparel,14.42
Callaway ProGrade Basketball,Sports,937.17
KitchenAid Compact Vacuum Cleaner,Home & Garden,70.02
Coca-Cola Organic Pasta,Grocery,19.01
General Mills Gluten-Free Mixed Nuts,Grocery,19.13
Spalding Durable Camping Tent,Sports,804.7
Panasonic Pro Smart TV 4K,Electronics,881.65
Pepsi Natural Pasta,Grocery,21.55
LG Ultra-Slim Monitor,Electronics,246.28
Callaway Performance Water Bottle,Sports,554.38
Under Armour Cotton Socks,Apparel,124.42
Great Value Sugar-Free Organic Coffee,Grocery,14.62
Gatorade Performance Golf Clubs,Sports,735.62
Black+Decker Electric Tool Set,Home & Garden,76.47
Puma Slim-Fit Jacket,Apparel,32.34
KitchenAid Modern Power Drill,Home & Garden,701.27
Yeti Stainless Steel Lawn Mower,Home & Garden,198.79
Zara Vintage Shorts,Apparel,146.62
Dell Max Gaming Console,Electronics,875.39
Bowflex Durable Tennis Racket,Sports,194.39
HP Pro Tablet,Electronics,1410.64
Weber Heavy Duty Lawn Mower,Home & Garden,583.79
Ralph Lauren Casual Running Shoes,Apparel,41.98
Callaway Advanced Basketball,Sports,975.17
Asus Ultra-Slim Laptop Pro,Electronics,1716.56
Dell Portable Smartphone 5G,Electronics,125.1
Ashley Stainless Steel Cooler,Home & Garden,228.42
Spalding Official Size Baseball Glove,Sports,470.68
LG Plus Gaming Console,Electronics,1831.56
Yeti Compact Sofa,Home & Garden,601.88
Pepsi Roasted Olive Oil,Grocery,12.2
Ralph Lauren Premium T-Shirt,Apparel,58.43
Kraft Gluten-Free Sparkling Water,Grocery,25.69
DeWalt Modern Tool Set,Home & Garden,60.88
Puma Athletic Shorts,Apparel,111.54
Titleist Indoor/Outdoor Tennis Racket,Sports,494.37
Nike Vintage Socks,Apparel,48.76
Dyson Electric Coffee Maker,Home & Garden,486.11
Nike Vintage Jeans,Apparel,98.42
DeWalt Electric Lawn Mower,Home & Garden,594.5
H&M Performance Dress,Apparel,28.42
Panasonic Ultra-Slim Tablet,Electronics,2277.13
Black+Decker Pro-Series Blender,Home & Garden,168.36
General Mills Premium Pasta,Grocery,25.3
IKEA Smart Lawn Mower,Home & Garden,169.35
IKEA Modern Cooler,Home & Garden,687.88
IKEA Pro-Series Grill,Home & Garden,409.05
Gatorade Advanced Basketball,Sports,258.52
Levis Performance Socks,Apparel,72.34
Gap Performance Jeans,Apparel,93.01
Spalding Official Size Water Bottle,Sports,176.07
H&M Classic Hoodie,Apparel,64.75
IKEA Compact Cooler,Home & Garden,776.45
Pepsi Gluten-Free Almond Milk,Grocery,17.75
Samsung Bluetooth Gaming Console,Electronics,846.72
Bose Portable Smartwatch,Electronics,1945.01
Callaway Lightweight Water Bottle,Sports,143.91
IKEA Compact Lawn Mower,Home & Garden,776.76
Callaway Official Size Tennis Racket,Sports,461.98
Nike Classic Jacket,Apparel,43.05
General Mills Fresh Whole Wheat Bread,Grocery,3.75
Apple Lite Smart TV 4K,Electronics,465.91
Rawlings ProGrade Treadmill,Sports,526.98
Weber Heavy Duty Bed Frame,Home & Garden,289.49
Kraft Family Size Whole Wheat Bread,Grocery,16.8
Nike Vintage T-Shirt,Apparel,108.95
Sony Pro Monitor,Electronics,460.67
Under Armour Premium Shorts,Apparel,15.13
Callaway Lightweight Yoga Mat,Sports,740.36
